action_closedoors | Закрыть Все Двери
tutorial_miningsetsmelter | Щелкните правой кнопкой мыши по <b>ПЛАВИЛЬНОЙ ПЕЧИ</b> и выберите <b>ТИЛИЕВАЯ РУДА</b>, чтобы переплавить её в Тилиевые Кристаллы.
tutorial_miningstart | Теперь мы научимся добывать и собирать ресурсы с астероидов.
tutorial_miningsuccess | Отлично, вы произвели Тилиевые Кристаллы.
tutorial_miningswitchtotactical | Переключитесь на режим тактика.
tutorial_miningundock | Убедитесь, что вы <b>ОТСТЫКОВАЛИСЬ</b> от любого другого корабля (через режим <b>ТАКТИКА</b>).
tutorial_miningwaitsmelter | Отлично! Теперь подождите, пока ваша плавильная печь переплавит Тилиевую Руду.
tutorial_next | ДАЛЕЕ
tutorial_power_title | УСТАНОВКА ЭНЕРГИИ
tutorial_power_titlecomplete | ЭНЕРГИЯ УСТАНОВЛЕНА
tutorial_powerinstallmenu | Давайте начнем с установки <b>РЕАКТОРА</b> для выработки энергии для нашего корабля.\n\nЩелкните меню <b>СТРОИТЕЛЬСТВО</b>, затем нажмите <b>УСТАНОВИТЬ</b>.
tutorial_powerpipeconnect | Протяните трубу от <b>ПОГРУЗЧИКА ТОПЛИВА</b> к <b>РЕАКТОРУ</b>, соединив желтые круги труб.\n\n<b>ТРУБЫ</b> топлива используются для соединения выхода одного оборудования со входом другого.\n\n<b>ТРУБЫ</b> топлива желтые и должны соединять желтые круги на оборудовании.
tutorial_powerplaceloader | Разместите <b>ПОГРУЗЧИК ТОПЛИВА</b> где-нибудь рядом с <b>РЕАКТОРОМ</b>.
tutorial_powerplacereactor | Разместите <b>РЕАКТОР</b> внутри вашего корабля.
tutorial_powerreactoractive | <b>РЕАКТОР</b> активирован! Теперь мы вырабатываем энергию для нашего корабля.
tutorial_powerreactorinprogress | Ваш экипаж установит <b>РЕАКТОР</b>.
tutorial_powerreactorpowerup | <b>РЕАКТОР</b> запускается.
tutorial_powerselectloader | <b>РЕАКТОРУ</b> нужно <b>ТОПЛИВО</b>, и мы используем <b>ПОГРУЗЧИК ТОПЛИВА</b> для его подачи в <b>РЕАКТОР</b>.\n\nВыберите <b>ПОГРУЗЧИК ТОПЛИВА</b> из меню Строительство.
tutorial_powerselectpipes | Нам нужно подключить <b>ПОГРУЗЧИК ТОПЛИВА</b> к <b>РЕАКТОРУ</b> с помощью трубы.\n\nВыберите <b>ТРУБЫ</b> из меню Строительство.
tutorial_powerselectreactor | Это все упакованное оборудование, доступное на борту.\n\nВыберите <b>РЕАКТОР</b> из списка.
tutorial_productionstart | Теперь мы научимся производить <b>РАМЫ ЗВЕЗДНЫХ ВРАТ</b>.
tutorial_productionsuccess | Отлично, теперь вы полностью готовы к производству <b>РАМ ЗВЕЗДНЫХ ВРАТ</b>.
tutorial_radiation_title | РАДИАЦИЯ
tutorial_radiationinstallblockers | Распространение радиации может быть ограничено специальным оборудованием, называемым блокаторами радиации.\n\nУстановите несколько блокаторов близко к вашему лазерному инфузору, оставив небольшой зазор между инфузором и блокатором.\n\nУвеличьте скорость игры, когда будете готовы.
tutorial_radiationinstallinfuser | Лазерный инфузор был доставлен на ваш корабль.\n\nЛазерные инфузоры используются для зарядки пустых кристаллов газом зелеона и будут излучать радиацию в окружающую область при работе.\n\nУстановите лазерный инфузор в свободной области.
tutorial_radiationintro | Мы собираемся узнать о радиации.
tutorial_radiationoutro | Ваш экипаж заболеет, если будет слишком долго подвергаться опасной радиации, что в конечном итоге может привести к смерти.
tutorial_radiationselectoverlay | Скорость игры была установлена медленнее на данный момент.\n\nРадиация излучается во всех направлениях от лазерного инфузора.\n\nНажмите на наложение радиации, чтобы увидеть, где ваш корабль облучен.
tutorial_radiationselectoverlay2 | Все зеленые области вашего корабля безопасны для вашего экипажа, но более темные области опасны.\n\nКосмические скафандры защитят ваш экипаж от облучения.
tutorial_radiationselectoverlay3 | Блокатор радиации снизит радиацию, проходящую через него, это можно увидеть на наложении радиации.
tutorial_radiationsetupinfuser | Пустой кристалл и несколько энергетических ячеек зелеона также были доставлены на ваш корабль.\n\nДавайте настроим лазерный инфузор на использование их для производства заряженных кристаллов.
